Name,Address,City,State,Zipcode,Bandwitdh ( DIA or Broadband) Prediction,Direct or Wholesale Prediction,DQE ICP Focus,Provider And Connectivity,Website,Phone,LinkedIn Url,No Of Employees,Est Telco Spend,Entity Employee count,Entity Telco Spend,Location Type,Competitive Rating,canon_name,addr_zip_key,Network Build Status,Building Connection Status,Building Category,Access Medium,Install Interval,Supplier Name,Global Location ID,Custom Pricing Zone,Simple Status,Structure Status,Structure Type,Alternate Address,No IPL,Vanity Name,Building Management Company,Dist to Fiber Term Pt,Total Costs,Address Feedback,Country,Founded,API_EntityName,API_Website,API_Phone,API_LinkedIn,API_NoOfEmployees,API_MonthlyNetworkSpend,API_Revenue,API_Industry,API_FoundedYear,API_LocationType,API_LocationCount,DQE_Site_Distance,DQE_Connection_Status,DQE_Access_Medium,DQE_Network_Status,SITE_All_Competitors,API_Additional_Tenants
Tristate Capital Bank,1 Oxford Ctr,Pittsburgh,Pennsylvania,15219,DIA,Direct,ICP Yes,DQE COMMUNICATIONS-Near Net-Not Connected,http://www.tscbank.com,,https://www.linkedin.com/company/tristate-capital-bank,30,1010,33,1940,"Commercial Building,Health Care",Red,tristate capital bank,1 oxford ctr|15219,Not Connected,Near Net,"Health Care,Commercial Building",Fiber,60,DQE COMMUNICATIONS,US86GXGX5F+465BS00,,,ConnectBase - Pending Estimate,Building,,No,,,,9999.99,ok,,2007,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NOT_FOUND,N/A,N/A,N/A,N/A,N/A
Renewal,326 3rd Ave,Pittsburgh,Pennsylvania,15222,DIA,Direct,ICP Yes,DQE COMMUNICATIONS-Near Net-Not Connected,https://www.renewalinc.com,412-690-2445,https://www.linkedin.com/company/renewal-inc-,55,1006.88,94,5318.13,Commercial Building,Yellow,renewal,326 3rd ave|15222,Not Connected,Near Net,Commercial Building,Fiber,60,DQE COMMUNICATIONS,US86GXCXQX+F57BS00,,,ConnectBase - Pending Estimate,Building,,,,,,,ok,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NOT_FOUND,N/A,N/A,N/A,N/A,N/A
State of Commonwealth of Pennsylvania,167 N Main St,Washington,Pennsylvania,15301,DIA,Direct,ICP Yes,DQE COMMUNICATIONS-Near Net-Not Connected,http://www.pa.gov,724-223-4300,https://www.linkedin.com/company/commonwealth-of-pennsylvania_2,8,1005,31053,2000137.25,"Commercial Building,Government",Green,state of commonwealth of pennsylvania,167 n main st|15301,Not Connected,Near Net,"Government,Commercial Building",Fiber,60,DQE COMMUNICATIONS,US86GX5QF3+976BS00,,,ConnectBase - Pending Estimate,Building,,No,,,,9999.99,ok,,1787,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NOT_FOUND,N/A,N/A,N/A,N/A,N/A
Mito Insulation Company,1290 3rd Ave,New Kensington,Pennsylvania,15068,DIA,Direct,ICP Yes,DQE COMMUNICATIONS-Near Net-Not Connected,http://www.mitoinsulation.com,724-335-8551,,35,1003.75,35,1003.75,Commercial Building,Green,mito insulation,1290 3rd ave|15068,Not Connected,Near Net,Commercial Building,Fiber,60,DQE COMMUNICATIONS,US87G2H6CJ+686BS00,,,,,,,,,,,manual,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NOT_FOUND,N/A,N/A,N/A,N/A,N/A
C-Leveled,4117 Liberty Ave,Pittsburgh,Pennsylvania,15224,DIA,Direct,ICP Yes,DQE COMMUNICATIONS-Near Net-Not Connected,http://www.c-leveled.com,412-434-6934,https://www.linkedin.com/company/c-leveled,26,995,26,995,"Commercial Building,Health Care",Red,c-leveled,4117 liberty ave|15224,Not Connected,Near Net,"Commercial Building,Health Care",Fiber,60,DQE COMMUNICATIONS,US87G2F27W+C98PS00,,,ConnectBase - Pending Estimate,Building,,,,,,,ok,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NOT_FOUND,N/A,N/A,N/A,N/A,N/A
Hilton,3000 Mosside Blvd,Monroeville,Pennsylvania,15146,DIA,Wholesale,ICP Yes,DQE COMMUNICATIONS-Near Net-Not Connected,https://www.hilton.com,412-380-4000,https://www.linkedin.com/company/hilton,27,993.75,144109,5543804.25,Commercial Building,Yellow,hilton,3000 mosside blvd|15146,Not Connected,Near Net,Commercial Building,Fiber,60,DQE COMMUNICATIONS,US87G2C6QR+86VBS00,,,Estimated - Single Entrance Only,Building,,No,,,600,9000,ok,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NOT_FOUND,N/A,N/A,N/A,N/A,N/A
PNC Bank,4044 William Penn Hwy,Monroeville,Pennsylvania,15146,DIA,Direct,ICP Yes,DQE COMMUNICATIONS-Near Net-Not Connected,https://www.pnc.com,412-373-2300,https://www.linkedin.com/company/pnc-bank,27,993.75,38995,2073200,Commercial Building,Yellow,pnc bank,4044 william penn hwy|15146,Not Connected,Near Net,Commercial Building,Fiber,60,DQE COMMUNICATIONS,US87G2C6PJ+R7WBS00,,,Estimated - Single Entrance Only,Building,,No,,,600,8500,ok,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NOT_FOUND,N/A,N/A,N/A,N/A,N/A
AAA,2725 Mosside Blvd,Monroeville,Pennsylvania,15146,DIA,Direct,ICP Yes,DQE COMMUNICATIONS-Near Net-Not Connected,https://www.aaa.com,412-858-4640,https://www.linkedin.com/company/aaa-east-central,20,985,17883,572704.03,"Commercial Building,Government",Green,aaa,2725 mosside blvd|15146,Not Connected,Near Net,"Commercial Building,Government",Fiber,60,DQE COMMUNICATIONS,US87G2C6PV+2J8BS00,,,Estimated - Single Entrance Only,Building,,No,,,1350,7560,ok,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NOT_FOUND,N/A,N/A,N/A,N/A,N/A
Carnegie Library Of Pittsburgh - East Liberty,612 Smithfield St,Pittsburgh,Pennsylvania,15222,DIA,Wholesale,ICP Yes,DQE COMMUNICATIONS-OnNet-Connected,https://www.carnegielibrary.org,412-281-7141,https://www.linkedin.com/company/carnegie-library-of-pittsburgh,20,985,228,16575,Commercial Building,Red,carnegie library of pittsburgh - east liberty,612 smithfield st|15222,Connected,OnNet,Commercial Building,Fiber,30,DQE COMMUNICATIONS,US87G2C2R3+M4MBS00,,,Existing Lit - Single Entrance,Building,,No,Carnegie Library Downtown,,,0,ok,US,1895,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NOT_FOUND,N/A,N/A,N/A,N/A,N/A
Civil Air Patrol,2450 Leechburg Rd,New Kensington,Pennsylvania,15068,DIA,Wholesale,ICP Yes,DQE COMMUNICATIONS-Near Net-Not Connected,http://www.gocivilairpatrol.com,724-335-8011,https://www.linkedin.com/company/civil-air-patrol,20,985,4057,47463.75,Commercial Building,Green,civil air patrol,2450 leechburg rd|15068,Not Connected,Near Net,Commercial Building,Fiber,60,DQE COMMUNICATIONS,US87G2H7P2+MPFBS00,,,Estimated - Single Entrance Only,Building,,No,,,250,4000,ok,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NOT_FOUND,N/A,N/A,N/A,N/A,N/A
Dad's Pub & Grub,1118 S Braddock Ave,Pittsburgh,Pennsylvania,15218,DIA,Direct,ICP Yes,DQE COMMUNICATIONS-Near Net-Not Connected,https://www.ds6pax.com,412-241-4666,,20,985,21,1630,Commercial Building,Green,dad s pub & grub,1118 s braddock ave|15218,,,,,,,,,,,,,,,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NOT_FOUND,N/A,N/A,N/A,N/A,N/A
Five Guys Burgers and Fries,30 Old Mill Blvd,Washington,Pennsylvania,15301,DIA,Wholesale,ICP Yes,DQE COMMUNICATIONS-Near Net-Not Connected,https://www.fiveguys.com,724-225-2500,https://www.linkedin.com/company/82021,20,985,28551,1331016.5,Commercial Building,Green,five guys burgers and fries,30 old mill blvd|15301,Not Connected,Near Net,Commercial Building,Fiber,60,DQE COMMUNICATIONS,US86GX5QQH+JGCBS00,,,,,,,,,,,ok,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NOT_FOUND,N/A,N/A,N/A,N/A,N/A
Five Guys Burgers and Fries,3845 Northern Pike,Monroeville,Pennsylvania,15146,DIA,Direct,ICP Yes,DQE COMMUNICATIONS-Near Net-Not Connected,https://www.fiveguys.com,412-373-7711,https://www.linkedin.com/company/82021,20,985,28551,1331016.5,"Commercial Building,Health Care",Green,five guys burgers and fries,3845 northern pike|15146,Not Connected,Near Net,"Health Care,Commercial Building",Fiber,60,DQE COMMUNICATIONS,US87G2C6QC+GW6BS00,,,ConnectBase - Pending Estimate,Building,,No,,,,9999.99,ok,,1986,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NOT_FOUND,N/A,N/A,N/A,N/A,N/A
Hanlon Electric,530 Old Frankstown Rd,Monroeville,Pennsylvania,15146,DIA,Direct,ICP Yes,DQE COMMUNICATIONS-Near Net-Not Connected,http://www.hanlonelectric.com,412-798-3700,https://www.linkedin.com/company/hanlon-electric-company,40,985,41,1337.5,Commercial Building,Green,hanlon electric,530 old frankstown rd|15146,Not Connected,Near Net,Commercial Building,Fiber,60,DQE COMMUNICATIONS,US87G2F66P+JV8BS00,,,,,,,,,,,ok,,1930,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NOT_FOUND,N/A,N/A,N/A,N/A,N/A
Herbein Wealth Management,707 Grant St,Pittsburgh,Pennsylvania,15219,DIA,Direct,ICP Yes,DQE COMMUNICATIONS-OnNet-Connected,https://www.herbein.com,412-392-2345,https://www.linkedin.com/company/herbein---company-inc-,20,985,1408,69711,"Commercial Building,Health Care",Red,herbein wealth management,707 grant st|15219,Connected,OnNet,"Health Care,Commercial Building",Fiber,30,DQE COMMUNICATIONS,US87G2C2V3+2WJBS00,,,Existing Lit - Single Entrance,Building,,No,,,,0,ok,US,1972,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NOT_FOUND,N/A,N/A,N/A,N/A,N/A
John J Kane Regional Center Scott Twp,239 4th Ave,Pittsburgh,Pennsylvania,15222,DIA,Direct,ICP Yes,DQE COMMUNICATIONS-OnNet-Connected,http://www.alleghenydems.com,,,20,985,5691,200424,"Commercial Building,Health Care",Red,john j kane regional center scott twp,239 4th ave|15222,Connected,OnNet,"Health Care,Commercial Building",Fiber,30,DQE COMMUNICATIONS,US86GXCXQX+W86BS00,,,Existing Lit - Single Entrance,Building,,No,,,,0,ok,US,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NOT_FOUND,N/A,N/A,N/A,N/A,N/A
Maxim Staffing Solutions,33 Terminal Way,Pittsburgh,Pennsylvania,15219,DIA,Direct,ICP Yes,DQE COMMUNICATIONS-Near Net-Not Connected,https://www.maximstaffing.com,412-687-2838,https://www.linkedin.com/company/8267534,20,985,29279,191240.25,"Commercial Building,Health Care,School/University",Green,maxim staffing solutions,33 terminal way|15219,Not Connected,Near Net,"School/University,Commercial Building,Health Care",Fiber,60,DQE COMMUNICATIONS,US87G2C2J3+56HBS00,,,ConnectBase - Pending Estimate,Building,333 E Carson St,,,,,,ok,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NOT_FOUND,N/A,N/A,N/A,N/A,N/A
Parnassus Volunteer Fire Dept,785 4th Ave,New Kensington,Pennsylvania,15068,DIA,Direct,ICP Yes,DQE COMMUNICATIONS-Near Net-Not Connected,http://www.newkenfire.org,724-335-4100,,20,985,75,3680,Commercial Building,Green,parnassus volunteer fire dept,785 4th ave|15068,Not Connected,Near Net,Commercial Building,Fiber,60,DQE COMMUNICATIONS,US87G2H67M+7GXBS00,,,ConnectBase - Pending Estimate,Building,,No,,,,9999.99,ok,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NOT_FOUND,N/A,N/A,N/A,N/A,N/A
Primanti Bros,3847 Northern Pike,Monroeville,Pennsylvania,15146,DIA,Wholesale,ICP Yes,DQE COMMUNICATIONS-Near Net-Not Connected,http://www.primantibros.com,412-856-8380,https://www.linkedin.com/company/primanti-brothers-restaurants,40,985,979,39644.67,Commercial Building,Green,primanti bros,3847 northern pike|15146,Not Connected,Near Net,Commercial Building,Fiber,60,DQE COMMUNICATIONS,US87G2C6QF+C64BS00,,,ConnectBase - Pending Estimate,Building,,No,,,,9999.99,ok,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NOT_FOUND,N/A,N/A,N/A,N/A,N/A
Red Tree Mortgage,4 Penn Ctr W,Pittsburgh,Pennsylvania,15276,DIA,Direct,ICP Yes,DQE COMMUNICATIONS-OnNet-Connected,https://www.redtreemtg.com,412-307-9987,,40,985,41,1360,Commercial Building,Red,red tree mortgage,4 penn ctr w|15276,Connected,OnNet,Commercial Building,Fiber,30,DQE COMMUNICATIONS,US87G2F36C+9MJBS00,,,Existing Lit - Single Entrance,Building,,No,,,,0,ok,US,2019,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NOT_FOUND,N/A,N/A,N/A,N/A,N/A
Resources Global Professionals,1 Ppg Pl,Pittsburgh,Pennsylvania,15222,DIA,Direct,ICP Yes,DQE COMMUNICATIONS-OnNet-Connected,https://www.rgp.com,412-263-3300,https://www.linkedin.com/company/rgp-australia,20,985,5322,262670,"Commercial Building,Health Care",Red,resources global professionals,1 ppg pl|15222,Connected,OnNet,"Health Care,Commercial Building",Fiber,30,DQE COMMUNICATIONS,US86GXCXQW+XFRBS00,,,Fiber Ready - Type 1,Building - Property Owner,1 3rd Ave,No,,HRL001 HRLP Fourth Avenue LLC,,0,ok,US,1996,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NOT_FOUND,N/A,N/A,N/A,N/A,N/A
Satori Software,300 Oxford Dr,Monroeville,Pennsylvania,15146,DIA,Wholesale,ICP Yes,DQE COMMUNICATIONS-OnNet-Connected,https://www.quadient.com,412-373-4633,https://www.linkedin.com/company/quadient,20,985,1173,81752.5,"Commercial Building,Health Care",Red,satori software,300 oxford dr|15146,Connected,OnNet,"Health Care,Commercial Building",Fiber,30,DQE COMMUNICATIONS,US87G2C6J7+FGWBS00,,,Existing Lit - Single Entrance,Building,,No,,,,0,ok,FR,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NOT_FOUND,N/A,N/A,N/A,N/A,N/A
The Mcs Group,601 Grant St,Pittsburgh,Pennsylvania,15219,DIA,Direct,ICP Yes,DQE COMMUNICATIONS-OnNet-Connected,http://www.themcsgroup.com,412-642-4420,https://www.linkedin.com/company/the-mcs-group,20,985,251,13810,"Commercial Building,Health Care",Red,mcs group,601 grant st|15219,Connected,OnNet,"Health Care,Commercial Building",Fiber,30,DQE COMMUNICATIONS,US87G2C2R3+CJCBS00,,,Existing Lit - Single Entrance,Building,,No,,,,0,ok,US,1979,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NOT_FOUND,N/A,N/A,N/A,N/A,N/A
Trafford Borough,414 Brinton Ave,Trafford,Pennsylvania,15085,DIA,Direct,ICP Yes,DQE COMMUNICATIONS-Near Net-Not Connected,http://www.traffordborough.com,412-372-7652,,20,985,25,1315,Commercial Building,Green,trafford borough,414 brinton ave|15085,Not Connected,Near Net,Commercial Building,Fiber,60,DQE COMMUNICATIONS,US87G296MQ+WJMPS00,,,ConnectBase - Pending Estimate,Building,,No,,,,9999.99,ok,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NOT_FOUND,N/A,N/A,N/A,N/A,N/A
United Steelworkers Local 1945,332 State St,Clairton,Pennsylvania,15025,DIA,Wholesale,ICP Yes,DQE COMMUNICATIONS-Near Net-Not Connected,http://www.usw.org,412-233-5672,https://www.linkedin.com/company/usw,20,985,10826,345008.5,Commercial Building,Green,united steelworkers local 1945,332 state st|15025,Not Connected,Near Net,Commercial Building,Fiber,60,DQE COMMUNICATIONS,US87G274WG+765BS00,,,ConnectBase - Pending Estimate,Building,,No,,,,9999.99,ok,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NOT_FOUND,N/A,N/A,N/A,N/A,N/A
Upmc Eye Center,600 Oxford Dr,Monroeville,Pennsylvania,15146,DIA,Direct,ICP Yes,DQE COMMUNICATIONS-Near Net-Not Connected,https://www.upmc.com,412-692-4920,https://www.linkedin.com/company/upmc,20,985,8487,714587.25,"Commercial Building,Health Care,School/University",Red,upmc eye center - eye & ear institute,600 oxford dr|15146,Not Connected,Near Net,"School/University,Commercial Building,Health Care",Fiber,60,DQE COMMUNICATIONS,US87G2C6H6+VQJBS00,,,ConnectBase - Pending Estimate,Building,,,,,,,ok,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NOT_FOUND,N/A,N/A,N/A,N/A,N/A
Wealth Enhancement Group,1 Oxford Ctr,Pittsburgh,Pennsylvania,15219,DIA,Direct,ICP Yes,DQE COMMUNICATIONS-Near Net-Not Connected,http://www.wealthenhancement.com,,https://www.linkedin.com/company/wealth-enhancement-group,20,985,377,44075,"Commercial Building,Health Care",Red,wealth enhancement group,1 oxford ctr|15219,Not Connected,Near Net,"Health Care,Commercial Building",Fiber,60,DQE COMMUNICATIONS,US86GXGX5F+465BS00,,,ConnectBase - Pending Estimate,Building,,No,,,,9999.99,ok,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NOT_FOUND,N/A,N/A,N/A,N/A,N/A
Webb Christopher Dc Dabco,42 E Maiden St,Washington,Pennsylvania,15301,DIA,Direct,ICP Yes,DQE COMMUNICATIONS-Near Net-Not Connected,http://www.chirowebb.com,724-225-2225,https://www.linkedin.com/company/dr.-webb-and-associates,20,985,24,1845,"Commercial Building,Health Care",Green,webb christopher dc dabco,42 e maiden st|15301,Not Connected,Near Net,"Health Care,Commercial Building",Fiber,60,DQE COMMUNICATIONS,US86GX5Q94+4HPBS00,,,ConnectBase - Pending Estimate,,,,,,,,ok,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NOT_FOUND,N/A,N/A,N/A,N/A,N/A
Weltman Weinberg & Reis Co,436 7th Ave,Pittsburgh,Pennsylvania,15219,DIA,Direct,ICP Yes,DQE COMMUNICATIONS-OnNet-Connected,https://www.weltman.com,412-434-7955,https://www.linkedin.com/company/16987,20,985,799,30040,"Commercial Building,Health Care",Red,weltman weinberg & reis,436 7th ave|15219,Connected,OnNet,"Health Care,Commercial Building",Fiber,30,DQE COMMUNICATIONS,US87G2C2R3+RQWBS00,,,Fiber Ready - Single Entrance,Building,,No,,,,0,ok,US,1930,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NOT_FOUND,N/A,N/A,N/A,N/A,N/A
Small World Early Learning & Development Center,607 Penn Ave,Pittsburgh,Pennsylvania,15222,DIA,Direct,ICP Yes,DQE COMMUNICATIONS-Near Net-Not Connected,https://www.smallworldearlylearning.com,412-391-8238,,19,983.75,20,1403.75,Commercial Building,Yellow,small world early learning & development center,607 penn ave|15222,Not Connected,Near Net,Commercial Building,Fiber,60,DQE COMMUNICATIONS,US86GXCXVX+78GBS00,,,ConnectBase - Pending Estimate,Building,,,,,,,ok,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NOT_FOUND,N/A,N/A,N/A,N/A,N/A
Hm Health Solutions,501 Penn Ave,Pittsburgh,Pennsylvania,15222,DIA,Direct,ICP Yes,DQE COMMUNICATIONS-OnNet-Connected,https://www.hmhs.com,412-544-7226,https://www.linkedin.com/company/hm-health-solutions,53,980.62,55,2139.37,Commercial Building,Red,hm health solutions,501 penn ave|15222,Connected,OnNet,Commercial Building,Fiber,30,DQE COMMUNICATIONS,US86GXCXVW+4G3BS00,,,Existing Lit - Single Entrance,Building,,No,Penn Avenue Place,,,0,ok,us,2014,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NOT_FOUND,N/A,N/A,N/A,N/A,N/A
Whirl Magazine,2549 Penn Ave,Pittsburgh,Pennsylvania,15222,DIA,Direct,ICP Yes,DQE COMMUNICATIONS-Near Net-Not Connected,https://whirlmagazine.com,412-431-7888,https://www.linkedin.com/company/whirl-publishing,17,977.5,17,977.5,Commercial Building,Yellow,whirl magazine,2549 penn ave|15222,Not Connected,Near Net,Commercial Building,Fiber,60,DQE COMMUNICATIONS,US87G2F23C+W93BS00,,,ConnectBase - Pending Estimate,Building,,No,,,,9999.99,ok,,2001,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NOT_FOUND,N/A,N/A,N/A,N/A,N/A
Colker Cleaning Supplies,2618 Penn Ave,Pittsburgh,Pennsylvania,15222,DIA,Direct,ICP Yes,DQE COMMUNICATIONS-Near Net-Not Connected,http://www.colkerjanitorial.com,412-391-1955,https://www.linkedin.com/company/colker-janitorial-supplies,22,975.88,23,1413.88,Commercial Building,Yellow,colker cleaning supplies,2618 penn ave|15222,Not Connected,Near Net,Commercial Building,Fiber,60,DQE COMMUNICATIONS,US87G2F24F+523BS00,,,Estimated - Single Entrance Only,Building,,No,,,300,5500,ok,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NOT_FOUND,N/A,N/A,N/A,N/A,N/A
AT&T,1500 Penn Ave,Pittsburgh,Pennsylvania,15222,DIA,Wholesale,ICP Yes,DQE COMMUNICATIONS-Near Net-Not Connected,https://www.att.com,412-803-5010,https://www.linkedin.com/company/att,35,974.06,307129,31691567.96,Commercial Building,Yellow,at&t,1500 penn ave|15222,Not Connected,Near Net,Commercial Building,Fiber,60,DQE COMMUNICATIONS,US87G2C2X6+4J8BS00,,,ConnectBase - Pending Estimate,Building,,No,,,,9999.99,ok,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NOT_FOUND,N/A,N/A,N/A,N/A,N/A
PetSmart,420 Home Dr,Pittsburgh,Pennsylvania,15275,DIA,Wholesale,ICP Yes,DQE COMMUNICATIONS-Near Net-Not Connected,https://www.petsmart.com,412-490-0191,https://www.linkedin.com/company/petsmart-charities,35,974.06,68061,1914940.4,Commercial Building,Yellow,petsmart,420 home dr|15275,Not Connected,Near Net,Commercial Building,Fiber,60,DQE COMMUNICATIONS,US86GXFR29+88XBS00,,,ConnectBase - Pending Estimate,,,,,,,,ok,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NOT_FOUND,N/A,N/A,N/A,N/A,N/A
Holiday Inn,340 Racetrack Rd,Washington,Pennsylvania,15301,DIA,Wholesale,ICP Yes,DQE COMMUNICATIONS-Near Net-Not Connected,https://www.holidayinn.com,,https://www.linkedin.com/company/holiday-inn-mount-prospect,39,967.5,63270,3115487.25,Commercial Building,Red,holiday inn,340 racetrack rd|15301,Not Connected,Near Net,Commercial Building,Fiber,60,DQE COMMUNICATIONS,US86GX6Q9W+J8WBS00,,,ConnectBase - Pending Estimate,Building,,,,,,,ok,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NOT_FOUND,N/A,N/A,N/A,N/A,N/A
Allegheny Conference On Community Development,11 Stanwix St,Pittsburgh,Pennsylvania,15222,DIA,Direct,ICP Yes,DQE COMMUNICATIONS-OnNet-Connected,https://www.alleghenyconference.org,412-281-4783,https://www.linkedin.com/company/alleghenyconference,50,960,50,960,"Commercial Building,Government,Health Care",Red,allegheny conference on community development,11 stanwix st|15222,Connected,OnNet,"Health Care,Government,Commercial Building",Fiber,30,DQE COMMUNICATIONS,US86GXCXQV+JG6BS00,,,Existing Lit- Type 1,Building - Property Owner,6 Gateway Ctr,No,,"ELE001 11 Stanwix, LLC",,0,ok,US,1944,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NOT_FOUND,N/A,N/A,N/A,N/A,N/A
First Evangelical Free Church Of Mckeesport Pa,4001 University Dr,McKeesport,Pennsylvania,15132,DIA,Direct,ICP Yes,DQE COMMUNICATIONS-Near Net-Not Connected,http://myfefc.org,412-678-6655,,25,960,25,960,"Commercial Building,School/University",Green,first evangelical free church of mckeesport pa,4001 university dr|15132,Not Connected,Near Net,"School/University,Commercial Building",Fiber,60,DQE COMMUNICATIONS,US87G285VF+XM8BS00,,,ConnectBase - Pending Estimate,Building,,No,,,,9999.99,ok,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NOT_FOUND,N/A,N/A,N/A,N/A,N/A
Industrial Terminal Systems,100 Logans Ferry Rd,New Kensington,Pennsylvania,15068,DIA,Direct,ICP Yes,DQE COMMUNICATIONS-Near Net-Not Connected,http://www.industrialterminalsystems.com,724-335-9837,https://www.linkedin.com/company/industrial-terminal-systems-inc.,50,960,50,960,Commercial Building,Green,industrial terminal systems,100 logans ferry rd|15068,Not Connected,Near Net,Commercial Building,Fiber,60,DQE COMMUNICATIONS,US87G2G6XQ+4RJBS00,,,ConnectBase - Pending Estimate,Building,,No,,,,9999.99,ok,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NOT_FOUND,N/A,N/A,N/A,N/A,N/A
K & S Real Estate,538 Monongahela Ave,Glassport,Pennsylvania,15045,DIA,Direct,ICP Yes,DQE COMMUNICATIONS-Near Net-Not Connected,https://www.kandsrealestate.net,412-346-0027,,25,960,30,960,Commercial Building,Green,k & s real estate,538 monongahela ave|15045,Not Connected,Near Net,Commercial Building,Fiber,60,DQE COMMUNICATIONS,US87G284G4+FVWPS00,,,ConnectBase - Pending Estimate,Building,,No,,,,9999.99,ok,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NOT_FOUND,N/A,N/A,N/A,N/A,N/A
Monessen Public Library,326 Donner Ave,Monessen,Pennsylvania,15062,DIA,Direct,ICP Yes,DQE COMMUNICATIONS-OnNet-Connected,http://www.monessenlibrary.org,724-684-4750,https://www.linkedin.com/company/monessen-public-library,25,960,25,960,Commercial Building,Red,monessen public library,326 donner ave|15062,Connected,OnNet,Commercial Building,Fiber,30,DQE COMMUNICATIONS,US87G25468+CR8BS00,,,Existing Lit - Single Entrance,Building,,No,Monessen Public Library,,,0,ok,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NOT_FOUND,N/A,N/A,N/A,N/A,N/A
Stahl Plumbing Heating & Ac,1924 McCague St,Pittsburgh,Pennsylvania,15218,DIA,Direct,ICP Yes,DQE COMMUNICATIONS-Near Net-Not Connected,http://www.stahlplumbingpittsburgh.com,,,50,960,50,960,Commercial Building,Green,stahl plumbing heating & ac,1924 mccague st|15218,Not Connected,Near Net,Commercial Building,Fiber,60,DQE COMMUNICATIONS,US87G2C4C6+XM7PS00,,,ConnectBase - Pending Estimate,Building,,No,,,,9999.99,ok,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NOT_FOUND,N/A,N/A,N/A,N/A,N/A
